model,Dataset,Index,Instance,GroundTruth,Result,Score
OLMo-7B-Instruct-hf,mmlu.philosophy,77,"Question: [question] Choices: [choices] Answer: [answer]
Question: In the case of the debtors, the moral argument against imprisoning A relies on: Choices: A. fear. B. universalizability. C. considerations of the consequences of doing so. D. all of the above. Answer:
",B. universalizability.,D. all of the above.,0
Mistral-7B-Instruct-v0.2,mmlu.prehistory,87,"Question: [question] Choices: [choices] Answer: [answer]
Question: What is the evidence for trade between Indus Valley cities and the city states of ancient Mesopotamia? Choices: A. Obsidian tools have been found at sites in both regions. B. Glass beads, copper, and gold from Mesopotamia have been found at Harappan sites in the Indus Valley. C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley. D. All of the above. Answer:
",C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley.,"
D. All of the above.

Explanation:

The Indus Valley Civilization and ancient Mes",0
Llama-2-7b-chat-hf,mmlu.prehistory,87,"Question: [question] Choices: [choices] Answer: [answer]
Question: What is the evidence for trade between Indus Valley cities and the city states of ancient Mesopotamia? Choices: A. Obsidian tools have been found at sites in both regions. B. Glass beads, copper, and gold from Mesopotamia have been found at Harappan sites in the Indus Valley. C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley. D. All of the above. Answer:
",C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley.,"
The answer is (B) Glass beads, copper, and gold from Mesopotamia have been",0
OLMo-7B-Instruct-hf,mmlu.prehistory,87,"Question: [question] Choices: [choices] Answer: [answer]
Question: What is the evidence for trade between Indus Valley cities and the city states of ancient Mesopotamia? Choices: A. Obsidian tools have been found at sites in both regions. B. Glass beads, copper, and gold from Mesopotamia have been found at Harappan sites in the Indus Valley. C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley. D. All of the above. Answer:
",C. Harappan seals have been found in Mesopotamia and Mesopotamian cylinder seals have been found in the Indus valley.,D. All of the above.,0
Mistral-7B-Instruct-v0.2,mmlu.prehistory,152,"Question: [question] Choices: [choices] Answer: [answer]
Question: What did the Moche build at the heart of their urban center? Choices: A. a vast complex of temples and artisan workshops B. an enormous walled-in precinct of elite residences C. the Pyramid of the Sun D. the Temple of the Feathered Serpent Answer:
",C. the Pyramid of the Sun,"
A. a vast complex of temples and artisan workshops",0
Llama-2-7b-chat-hf,mmlu.prehistory,152,"Question: [question] Choices: [choices] Answer: [answer]
Question: What did the Moche build at the heart of their urban center? Choices: A. a vast complex of temples and artisan workshops B. an enormous walled-in precinct of elite residences C. the Pyramid of the Sun D. the Temple of the Feathered Serpent Answer:
",C. the Pyramid of the Sun,"
Correct answer: B. an enormous walled-in precinct of elite residences.

Ex",0
OLMo-7B-Instruct-hf,mmlu.prehistory,152,"Question: [question] Choices: [choices] Answer: [answer]
Question: What did the Moche build at the heart of their urban center? Choices: A. a vast complex of temples and artisan workshops B. an enormous walled-in precinct of elite residences C. the Pyramid of the Sun D. the Temple of the Feathered Serpent Answer:
",C. the Pyramid of the Sun,A: a vast complex of temples and artisan workshops,0
Mistral-7B-Instruct-v0.2,mmlu.prehistory,188,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is archaeological evidence of social stratification and inequality? Choices: A. Burials without exotic grave goods also contain bones indicating that they engaged in less strenuous labor. B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor. C. Burials all contain equal amounts of exotic grave goods, but some are more impressive than others. D. Burials contain bones indicating that people were segregated based on gender, stature, and personal capabilities, including artistic abilities. Answer:
",B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor.,"
C. Burials all contain equal amounts of exotic grave goods, but some are more impressive than others.

Ex",0
Llama-2-7b-chat-hf,mmlu.prehistory,188,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is archaeological evidence of social stratification and inequality? Choices: A. Burials without exotic grave goods also contain bones indicating that they engaged in less strenuous labor. B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor. C. Burials all contain equal amounts of exotic grave goods, but some are more impressive than others. D. Burials contain bones indicating that people were segregated based on gender, stature, and personal capabilities, including artistic abilities. Answer:
",B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor.,"
The correct answer is (D) Burials contain bones indicating that people were segregated based on gender,",0
OLMo-7B-Instruct-hf,mmlu.prehistory,188,"Question: [question] Choices: [choices] Answer: [answer]
Question: Which of the following is archaeological evidence of social stratification and inequality? Choices: A. Burials without exotic grave goods also contain bones indicating that they engaged in less strenuous labor. B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor. C. Burials all contain equal amounts of exotic grave goods, but some are more impressive than others. D. Burials contain bones indicating that people were segregated based on gender, stature, and personal capabilities, including artistic abilities. Answer:
",B. Burials with exotic grave goods also contain bones indicating that they engaged in less strenuous labor.,"Answer: A, B, and D. Archaeological evidence of social stratification and inequality includes burials that contain fewer, more",0
